Item,Value
Optimal CV Accuracy,0.7341176470588235
Optimal Parameters,"{'rfe__n_features_to_select': 647, 'svm__C': 1}"
Test Accuracy,0.8448275862068966
Test Sensitivity,0.7241379310344828
Test Specificity,0.9655172413793104
Area Under Curve,0.8323424494649229
