,t_value,p_value
0,1.9436304681280583,0.05276097132539909
1,1.7197034099561543,0.08637639336590744
2,1.16512766291071,0.24480584051599105
3,0.5839294943275658,0.5596457639995267
4,1.5159580017999552,0.13043522247869538
5,1.026896136958937,0.30521953233786026
6,1.160273253473428,0.2467799075733979
7,1.6164911176735033,0.10698591565642054
8,1.4400423029090224,0.15079208166214011
9,1.6340284452892593,0.10318242808020202
10,2.8125438024531526,0.005202309213748096
11,2.1918460632064374,0.0290896265162469
12,1.6313376010689056,0.10374463126362246
13,2.3136820378949525,0.021291779083205585
14,1.1543648113131177,0.2491835313945842
15,1.9423693369946378,0.05294279518492462
16,2.4407969805602963,0.01513498287185916
17,1.8869540967212388,0.059966745493584744
18,1.8203458481895742,0.06961450040329724
19,1.0875686527729722,0.27759664109113286
20,1.874778689474451,0.061671750155281375
21,1.2421331763230126,0.215050492255245
22,2.022276978171086,0.04397561708170005
23,1.2551732904020447,0.21033409042060244
24,3.6345106507467664,0.0003222998570355056
25,3.074196774861974,0.0022892167460011174
26,1.3343004411974988,0.1829882442770199
27,1.2886377142416752,0.19839549868817874
28,3.4538880471218136,0.0006230610799129313
29,3.010136001298814,0.0028081223824589687
30,3.6945748444760884,0.0002560913002988931
31,3.141706941298893,0.001823310632338686
32,3.2575866510295195,0.0012372081602506021
33,3.5625416919790207,0.0004218873164335147
34,2.5743893686888173,0.0104645485775704
35,1.7188318685572124,0.08655453809470676
36,3.458153790078532,0.0006141544963813937
37,3.186260556285446,0.0015814674932962632
38,1.2039372828939723,0.22944593693819157
39,1.6024635923180568,0.10996354156859678
40,2.699809631698769,0.007295582085051868
41,2.3851348652619166,0.017631658127607166
42,3.408578469851047,0.0007313056194548064
43,4.143756894165228,4.342201170980136e-05
44,2.1608089107934805,0.03143029848299579
45,2.20780253598984,0.027977459156531024
46,2.9197028081512397,0.003734515265137536
47,3.1662515659144566,0.0016841251574058165
48,2.183782919427179,0.029658889356981324
49,1.3980383322308525,0.16307289611771353
50,3.22091338268928,0.0014013741202984153
51,2.5130082443185104,0.012404109950962732
52,3.3490195358847674,0.000895349925403452
53,1.1035763821934659,0.2705316239228954
54,1.401681640627549,0.16188255345751795
55,2.0998354675277757,0.03645837139523207
56,1.7229424890302851,0.08583021234498742
57,2.7428725660709725,0.006437442438379128
58,-0.5819341168237745,0.56098166991986
59,-0.652767889807525,0.5143374684703075
60,2.902132852038202,0.003933863403445835
61,2.1701691380986046,0.030667814022989123
62,1.6958121992669288,0.09082276068156642
63,2.3725910030271344,0.01818427777878358
64,2.7080950006231856,0.007103028549914236
65,2.17304815371763,0.030456203809664725
66,1.9765710402582743,0.04886904732740581
67,2.119838647659734,0.03473598447202468
68,0.16847065178246343,0.8663134648693248
69,-0.7692304792748313,0.4423101980075188
