,Feature,Weight
0,GMV_1,-0.014346724065096399
1,GMV_2,-0.02641324115881693
2,GMV_3,-0.012550160455763452
3,GMV_4,0.016854404775341607
4,GMV_5,0.0398907674730497
5,GMV_6,0.10758411395458603
6,GMV_7,0.04312952537988386
7,GMV_8,0.0331119271722363
8,GMV_9,0.06249985395410002
9,GMV_10,0.10832457214708893
10,GMV_11,-0.027645589968235667
11,GMV_12,0.08618587616577429
12,GMV_13,0.019841966705952445
13,GMV_14,0.049990234936268634
14,GMV_15,-0.0029281902274175212
15,GMV_16,0.039691956834795955
16,GMV_17,-0.09940382457321105
17,GMV_18,0.009350324696599143
18,GMV_19,0.0050235742782772826
19,GMV_20,0.006119136010218483
20,GMV_21,-0.012571058426742745
21,GMV_22,0.023409938312258412
22,GMV_23,0.0034772051529325214
23,GMV_24,-0.03583532914463407
24,GMV_25,-0.06640616201310087
25,GMV_26,-0.04718099165606082
26,GMV_27,0.025774246497275555
27,GMV_28,0.005920590737000277
28,GMV_29,-0.032576184253839895
29,GMV_30,-0.01507281246410102
30,GMV_31,0.038899859686345836
31,GMV_32,0.019643032726803924
32,GMV_33,0.017834999098917604
33,GMV_34,0.04536956339220867
34,GMV_35,0.024286449220011545
35,GMV_36,0.12018005598286807
36,GMV_37,-0.15858310282742236
37,GMV_38,-0.10126856531289269
38,GMV_39,0.02153129551692778
39,GMV_40,0.005309083460774515
40,GMV_41,-0.05763549621789698
41,GMV_42,-0.03454978157067398
42,GMV_43,-0.055174663700266816
43,GMV_44,-0.09484642169531096
44,GMV_45,-0.03337636057874477
45,GMV_46,0.03278060893918215
46,GMV_47,-0.05655929645356063
47,GMV_48,-0.0929011043391825
48,GMV_49,-0.04373874691192622
49,GMV_50,-0.004391685722693614
50,GMV_51,-0.11110544547314659
51,GMV_52,-0.06483146370589882
52,GMV_53,0.02337935560651796
53,GMV_54,0.030952945431133604
54,GMV_55,0.05436916687563136
55,GMV_56,0.08680638884424144
56,GMV_57,-0.05954744249676431
57,GMV_58,-0.06835226876995297
58,GMV_59,0.11214977756025324
59,GMV_60,-0.011361262964437908
60,GMV_61,-0.15574038522760195
61,GMV_62,0.03639855551516194
62,GMV_63,-0.005897789713932622
63,GMV_64,0.04732065987278965
64,GMV_65,0.04973972157053579
65,GMV_66,0.14366689071590996
66,GMV_67,-0.03885336421250768
67,GMV_68,0.007061457702513047
68,GMV_69,-0.11051658814655177
69,GMV_70,0.07540618187460338
70,GMV_71,-0.06396270579886415
71,GMV_72,-0.018465518372728952
72,GMV_73,-0.014972894511433053
73,GMV_74,-0.05598997630091276
74,GMV_75,0.021229463818598228
75,GMV_76,0.03405784788555407
76,GMV_77,-0.1303267572364903
77,GMV_78,-0.036343681756094516
78,GMV_79,-0.113797592742075
79,GMV_80,0.05167772988957243
80,GMV_81,-0.09970631105530309
81,GMV_82,0.15903843574194207
82,GMV_83,0.033121754933408264
83,GMV_84,-0.10060482515202504
84,GMV_85,-0.05036654870868171
85,GMV_86,-0.06635982173876373
86,GMV_87,-0.03849605098555868
87,GMV_88,0.020862783737926188
88,GMV_89,0.11594382253282817
89,GMV_90,-0.09508954271975871
90,ReHo_1,0.028118171632807415
91,ReHo_2,-0.04828535819344599
92,ReHo_3,-0.017006619554400495
93,ReHo_4,-0.017572757958427346
94,ReHo_5,-0.08506697960034693
95,ReHo_6,0.02371177738662592
96,ReHo_7,-0.016658303206359283
97,ReHo_8,-0.05823371381960101
98,ReHo_9,-0.03662784533916519
99,ReHo_10,0.05069784663299244
100,ReHo_11,-0.05272028190215305
101,ReHo_12,0.013811066163307024
102,ReHo_13,-0.05032292615606973
103,ReHo_14,-0.041244856050599486
104,ReHo_15,0.05003773507309673
105,ReHo_16,0.04991676719045943
106,ReHo_17,0.024613420095563655
107,ReHo_18,0.10950077754379833
108,ReHo_19,-0.022193992136685586
109,ReHo_20,0.019126427153727213
110,ReHo_21,-0.010886758920735342
111,ReHo_22,-0.06537576754623202
112,ReHo_23,0.024442464695476545
113,ReHo_24,0.02349074192099857
114,ReHo_25,-0.12833141161671388
115,ReHo_26,-0.1496566910915838
116,ReHo_27,-0.05526310613132321
117,ReHo_28,-0.06363146236445563
118,ReHo_29,-0.009694037578266614
119,ReHo_30,-0.07389739847573895
120,ReHo_31,-0.10510679843225863
121,ReHo_32,-0.0635174437394391
122,ReHo_33,0.07417271091757335
123,ReHo_34,0.03773933538294731
124,ReHo_35,-0.012646118483745732
125,ReHo_36,0.028127641168681227
126,ReHo_37,-0.046568614193262574
127,ReHo_38,-0.06977750560584228
128,ReHo_39,0.03915533889859595
129,ReHo_40,0.0054714252237877195
130,ReHo_41,-0.004127678018815258
131,ReHo_42,-0.0019829721774086723
132,ReHo_43,0.016796871587709948
133,ReHo_44,0.06354682380263904
134,ReHo_45,-0.06522223105594277
135,ReHo_46,-0.03947786324210727
136,ReHo_47,-0.06029120834692736
137,ReHo_48,-0.030726509308343263
138,ReHo_49,0.019135367516964402
139,ReHo_50,-0.08706854020168144
140,ReHo_51,-0.04029159699063577
141,ReHo_52,-0.06701311725405673
142,ReHo_53,0.04836595178381587
143,ReHo_54,0.013626467091664159
144,ReHo_55,-0.1291021004535974
145,ReHo_56,-0.02991483678042828
146,ReHo_57,-0.07467464438023522
147,ReHo_58,-0.09132914573577096
148,ReHo_59,-0.00585417524888341
149,ReHo_60,-0.08595847251375985
150,ReHo_61,-0.13006595530363035
151,ReHo_62,-0.031004499931930177
152,ReHo_63,-0.1194178194983328
153,ReHo_64,0.015466057664523913
154,ReHo_65,0.07223936241512355
155,ReHo_66,0.020646979538874073
156,ReHo_67,0.017739621214973526
157,ReHo_68,-0.04889267980705625
158,ReHo_69,0.04270542385798048
159,ReHo_70,0.05157458993508024
160,ReHo_71,0.10825229070979343
161,ReHo_72,0.07155947265610219
162,ReHo_73,0.17119536083304734
163,ReHo_74,0.14777965204593985
164,ReHo_75,0.003565871411758152
165,ReHo_76,-0.04963899000154198
166,ReHo_77,-0.04309697417302004
167,ReHo_78,-0.011982972034405851
168,ReHo_79,-0.020667628911683895
169,ReHo_80,0.12182589030918273
170,ReHo_81,-0.008048227759591499
171,ReHo_82,0.09269039286400169
172,ReHo_83,0.011743995553134864
173,ReHo_84,-0.08213193477998948
174,ReHo_85,0.12006123565766047
175,ReHo_86,0.009477591275169839
176,ReHo_87,-0.021563232984335844
177,ReHo_88,0.051990309187335444
178,ReHo_89,-0.035440356403588766
179,ReHo_90,0.02592285684702317
180,ALFF_1,9.974659986866641e-18
181,ALFF_2,1.0842021724855044e-17
182,ALFF_3,1.1275702593849246e-17
183,ALFF_4,1.0842021724855044e-17
184,ALFF_5,-0.010038804478961529
185,ALFF_6,0.03221162222590168
186,ALFF_7,1.0842021724855044e-17
187,ALFF_8,9.974659986866641e-18
188,ALFF_9,0.1057214827438729
189,ALFF_10,0.12809993938126824
190,ALFF_11,9.974659986866641e-18
191,ALFF_12,9.974659986866641e-18
192,ALFF_13,1.214306433183765e-17
193,ALFF_14,0.0425397307945645
194,ALFF_15,0.02942826559598458
195,ALFF_16,0.010272634413737665
196,ALFF_17,0.0327875844803746
197,ALFF_18,0.06892529657808887
198,ALFF_19,9.974659986866641e-18
199,ALFF_20,1.0842021724855044e-17
200,ALFF_21,0.04311114001252478
201,ALFF_22,0.032090628528747826
202,ALFF_23,1.0842021724855044e-17
203,ALFF_24,1.0842021724855044e-17
204,ALFF_25,-0.023685077040967565
205,ALFF_26,0.007088338458722723
206,ALFF_27,-0.024731431380300217
207,ALFF_28,0.0045652183810348124
208,ALFF_29,-0.01315783359188661
209,ALFF_30,-0.007289827419373388
210,ALFF_31,9.974659986866641e-18
211,ALFF_32,1.0842021724855044e-17
212,ALFF_33,-8.673617379884035e-19
213,ALFF_34,1.0842021724855044e-17
214,ALFF_35,9.974659986866641e-18
215,ALFF_36,9.974659986866641e-18
216,ALFF_37,0.013281643658767736
217,ALFF_38,0.034559531291758795
218,ALFF_39,-0.07094905472197593
219,ALFF_40,0.01583685277540699
220,ALFF_41,0.00643489699867098
221,ALFF_42,0.023482469125109515
222,ALFF_43,-0.004098846650382128
223,ALFF_44,-0.003275515364500683
224,ALFF_45,9.107298248878237e-18
225,ALFF_46,1.1275702593849246e-17
