Item,Value
Optimal CV Accuracy,0.7459663865546219
Optimal Parameters,"{'anova__percentile': 85, 'svm__C': 1}"
Test Accuracy,0.7931034482758621
Test Sensitivity,0.6896551724137931
Test Specificity,0.896551724137931
Area Under Curve,0.8252080856123662
Run Time,54.63s
