,Feature,Weight
0,GMV_3,-0.18899848726623442
1,GMV_4,0.377173003449315
2,GMV_6,0.02401079003753638
3,GMV_7,0.3237584053525877
4,GMV_9,-0.11964670552737622
5,GMV_10,0.17650960908596605
6,GMV_12,0.050953918577078414
7,GMV_14,-0.15557858540598485
8,GMV_15,0.20017763576058334
9,GMV_16,0.17607361078513592
10,GMV_17,-0.0596358612718082
11,GMV_18,0.2439671445622434
12,GMV_19,-0.024402825727362007
13,GMV_20,0.04691142809575265
14,GMV_21,-0.10420010471708725
15,GMV_22,-0.15295081296491347
16,GMV_23,-0.09798953507351324
17,GMV_25,-0.3086155230042138
18,GMV_26,0.015248848222851996
19,GMV_27,0.23423685970326508
20,GMV_28,-0.048494478514770914
21,GMV_29,-0.2548221927724921
22,GMV_30,-0.22432916407359102
23,GMV_31,-0.08714094888177856
24,GMV_32,-0.054493451636350776
25,GMV_33,0.07473431030563285
26,GMV_34,-0.19750288504581937
27,GMV_35,0.1935394405208108
28,GMV_36,-0.02209164805941559
29,GMV_37,-0.08770096652746412
30,GMV_38,-0.07838654648950887
31,GMV_39,0.08916129986801893
32,GMV_40,0.2428864595210615
33,GMV_41,-0.16213281677604482
34,GMV_43,-0.12083087015991004
35,GMV_44,-0.2757115936716864
36,GMV_45,0.16333256976685623
37,GMV_46,0.2841591486999717
38,GMV_47,-0.09459479702230725
39,GMV_48,-0.2557968866733241
40,GMV_49,0.04560100698236083
41,GMV_50,-0.0861829555033036
42,GMV_51,0.1690106030069539
43,GMV_53,0.11176483454207245
44,GMV_54,0.2134398298682872
45,GMV_55,-0.057896818085360485
46,GMV_56,-0.02448299025859585
47,GMV_57,0.02020184362238972
48,GMV_58,-0.13224790905666542
49,GMV_59,0.19505335422160194
50,GMV_60,0.26238550126241983
51,GMV_61,-0.1235294824591382
52,GMV_63,0.3324386927217021
53,GMV_64,-0.033061809558335944
54,GMV_65,-0.032269011777646184
55,GMV_66,0.05180418600430434
56,GMV_67,-0.22753193981834147
57,GMV_68,-0.0484380615366346
58,GMV_69,0.15202288625153704
59,GMV_70,0.13106955066218934
60,GMV_71,0.13598500280208173
61,GMV_72,-0.04516290357367507
62,GMV_74,0.026635326864974815
63,GMV_75,0.08266736254110801
64,GMV_76,0.0951314383615853
65,GMV_77,0.043895195644224796
66,GMV_78,-0.04178840223328866
67,GMV_79,-0.26323284028695243
68,GMV_80,0.10399450323500871
69,GMV_81,-0.10875829473559478
70,GMV_83,-0.17218852211412455
71,GMV_84,0.17791168621805303
72,GMV_85,-0.20570149573620422
73,GMV_86,-0.07962349209571705
74,GMV_87,0.09900188722381269
75,GMV_88,0.1965340395714893
76,GMV_89,-0.07038955976755856
77,GMV_90,-0.26157553996191374
78,ReHo_1,-0.24050475257725815
79,ReHo_2,-0.04877323172154991
80,ReHo_3,-0.10557961479587014
81,ReHo_4,0.07175694243561076
82,ReHo_5,-0.029642304973417626
83,ReHo_6,0.030666478272863416
84,ReHo_7,-0.20588107866786165
85,ReHo_8,-0.29450350440261325
86,ReHo_9,-0.16817962316912652
87,ReHo_10,-0.10070739280733604
88,ReHo_11,0.03191982423989333
